No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),ペット可の根拠,広域自治体(日),Region (EN),市郡区(日),City/District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
196,ペンション,Pension,キョンジュ チャムマクウナチム 愛犬同伴ペンション,Gyeongju Chammakeunachim Dog Friendly Pension,경주 참맑은아침 애견동반펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 하동1길 32-1,010-3968-8357,,https://clearmorning.kr,35.795342,129.310351,4.2,2,"https://www.google.com/maps/search/?api=1&query=35.795342,129.310351",펜션
197,ペンション,Pension,キョンジュ ポスペッ愛犬ペンション,Gyeongju Peoseupet Dog Pension,경주 퍼스펫애견펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 효현동 631-3,1833-9306,,https://perspet.kr/,35.830586,129.167414,1.3,28,"https://www.google.com/maps/search/?api=1&query=35.830586,129.167414",펜션
198,ペンション,Pension,キョンジュジャン,Gyeongjujang,경주장,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 태종로 801,1833-9306,,http://경주장.com/,35.841391,129.215399,,22,"https://www.google.com/maps/search/?api=1&query=35.841391,129.215399",펜션
199,ペンション,Pension,キョンジュケスチン愛犬同伴ペンション,Gyeongjukaeseuting Dog Friendly Pension,경주캐스팅애견동반펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 감포읍 동해안로 1957-2,1833-9306,,http://g-casting.net,35.782064,129.490032,3.5,8,"https://www.google.com/maps/search/?api=1&query=35.782064,129.490032",펜션
200,ペンション,Pension,一棟貸し愛犬ステイ,Whole House Dog Stay,독채애견스테이,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 강동면 왕신숲골안길 31-93,010-2185-5421,,https://dogchaestay.kr/,35.970416,129.295169,,40,"https://www.google.com/maps/search/?api=1&query=35.970416,129.295169",펜션
201,ペンション,Pension,ラグスヒルプールヴィラペンション,Raguseuhil Pool Villa Pension,라구스힐풀빌라펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 천군1길 8-20,010-7148-2024,,http://www.lacushill.co.kr,35.834524,129.275318,4.5,64,"https://www.google.com/maps/search/?api=1&query=35.834524,129.275318",펜션
202,ペンション,Pension,ララレンド愛犬プールヴィラペンション,Rararaendeu Dog Pool Villa Pension,라라랜드애견풀빌라펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 하동1길 45-6,,,,35.794099,129.308766,4.8,35,"https://www.google.com/maps/search/?api=1&query=35.794099,129.308766",펜션
203,ペンション,Pension,ロイス愛犬プールヴィラ,Roiseu Dog Pool Villa,로이스애견풀빌라,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 산내면 문복로 357-96,,,https://로이스애견풀빌라.com,35.665773,129.054219,,24,"https://www.google.com/maps/search/?api=1&query=35.665773,129.054219",펜션
204,ペンション,Pension,ロハスペンション,Rohaseu Pension,로하스펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 하동1길 22-2,054-777-7897,,http://www.penlohas.kr/,35.796114,129.311144,5.0,8,"https://www.google.com/maps/search/?api=1&query=35.796114,129.311144",펜션
205,ペンション,Pension,ペルルスロジュペンション,Belluseurojeu Pension,벨루스로즈펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 북군길 107-19,010-7659-5000,,,35.859001,129.260227,,88,"https://www.google.com/maps/search/?api=1&query=35.859001,129.260227",펜션
206,ペンション,Pension,ピョルビッキジュ愛犬プールヴィラ,Byeolbitkijeu Dog Pool Villa,별빛키즈애견풀빌라,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 양남면 산에들레안길 88,010-3284-5379,,,35.682807,129.393907,,82,"https://www.google.com/maps/search/?api=1&query=35.682807,129.393907",펜션
207,ペンション,Pension,ソロクステイ,Sorok Stay,소록스테이,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 외동읍 신계길 82,010-2570-3745,,http://www.sorokstay.com/,35.76827,129.318593,4.1,262,"https://www.google.com/maps/search/?api=1&query=35.76827,129.318593",펜션
208,ペンション,Pension,ソムマ愛犬プールヴィラ,Somma Dog Pool Villa,솜마애견풀빌라,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 새골1길 13-12,010-4278-0963,,http://솜마애견풀빌라.com/,35.788638,129.30744,,33,"https://www.google.com/maps/search/?api=1&query=35.788638,129.30744",펜션
209,ペンション,Pension,スィオト愛犬プールヴィラ,Swioteu Dog Pool Villa,쉬오트애견풀빌라,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 새골길 85,010-7907-0800,,http://쉬오트애견풀빌라.com,35.790166,129.30626,,44,"https://www.google.com/maps/search/?api=1&query=35.790166,129.30626",펜션
210,ペンション,Pension,エスエンビプールヴィラホステル,Eseuaenbi Pool Villa Hoseutel,에스앤비풀빌라호스텔,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 감포읍 감포로 250,0502-5554-5390,,http://에스앤비풀빌라.kr/,35.810246,129.509648,,131,"https://www.google.com/maps/search/?api=1&query=35.810246,129.509648",펜션
211,ペンション,Pension,オアシス愛犬ペンション,Oasiseu Dog Pension,오아시스애견펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 새골길 85-17,010-9543-0025,,http://www.oasispen.kr,35.790974,129.305382,3.3,13,"https://www.google.com/maps/search/?api=1&query=35.790974,129.305382",펜션
212,ペンション,Pension,オプス11 プールヴィラ,Opuseu 11 Pool Villa,오푸스11 풀빌라,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 천북면 천강로 166-45,010-2459-7711,,,35.903692,129.279944,4.1,78,"https://www.google.com/maps/search/?api=1&query=35.903692,129.279944",펜션
213,ペンション,Pension,ウェルコムドク愛犬ペンション,Welkeomdok Dog Pension,웰컴독애견펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 양남면 서왕길 121,010-7670-3249,,http://welcomedog.co.kr/,35.676848,129.414293,5.0,12,"https://www.google.com/maps/search/?api=1&query=35.676848,129.414293",펜션
214,ペンション,Pension,イオスプールヴィラ,Ioseu Pool Villa,이오스풀빌라,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 감포읍 동해안로 2706,0503-7150-8039,,http://eospoolvilla.com/,35.840964,129.517473,,105,"https://www.google.com/maps/search/?api=1&query=35.840964,129.517473",펜션
215,ペンション,Pension,チョウニニョンペンション,Joeuninyeon Pension,좋은인연펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 새골길 174,010-6269-2845,,http://www.8513.co.kr,35.796777,129.311367,5.0,2,"https://www.google.com/maps/search/?api=1&query=35.796777,129.311367",펜션
216,ペンション,Pension,パパヤペンション,Papaya Pension,파파야펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 북군길 169-6,1833-9306,,http://www.papayapension.kr,35.862991,129.257191,,35,"https://www.google.com/maps/search/?api=1&query=35.862991,129.257191",펜션
217,ペンション,Pension,ペッステイ1455,Pet Stay 1455,펫스테이1455,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 외외길 176-67,0502-5550-4695,,http://petstay1455.co.kr/,35.817489,129.171917,5.0,137,"https://www.google.com/maps/search/?api=1&query=35.817489,129.171917",펜션
218,ペンション,Pension,プルロピ愛犬プールヴィラ,Peulleopi Dog Pool Villa,플러피애견풀빌라,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 감포읍 전촌전동길 63-4,,,,35.795639,129.487203,,56,"https://www.google.com/maps/search/?api=1&query=35.795639,129.487203",펜션
219,ペンション,Pension,ヘッサルガドク愛犬ペンション,Haetsalgadeuk Dog Pension,햇살가득애견펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 하동1길 39-5,,https://www.instagram.com/sunnypetpension/,,35.794276,129.310228,5.0,0,"https://www.google.com/maps/search/?api=1&query=35.794276,129.310228",펜션
220,民宿,Minbak,ヘンボクハンガムポミンバク,Haengbokhangampominbak,행복한감포민박,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 감포읍 연동길 61-3,010-8442-1729,,http://blog.naver.com/liber205,35.839952,129.518314,,0,"https://www.google.com/maps/search/?api=1&query=35.839952,129.518314",민박
221,民宿,Minbak,ヘルポドク愛犬ペンション,Helpeodok Dog Pension,헬퍼독애견펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,キョンジュ市,Gyeongju-si,경북 경주시 양남면 서왕길 127,010-3883-2965,,http://www.헬퍼독.kr,35.677662,129.414014,5.0,75,"https://www.google.com/maps/search/?api=1&query=35.677662,129.414014",민박
222,ペンション,Pension,オセク愛犬ペンション,Osaek Dog Pension,오색애견펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,キムチョン市,Gimcheon-si,경북 김천시 남면 오봉로 362,010-4868-7969,,http://오색애견펜션.com/,36.110571,128.247192,3.7,22,"https://www.google.com/maps/search/?api=1&query=36.110571,128.247192",펜션
223,ペンション,Pension,ッキルッキラノルジャ,Kkilkkiranolja,낄낄아놀자,地図データに明記,慶尚北道,Gyeongsangbuk-do,ムンギョン市,Mungyeong-si,경북 문경시 영순면 삼강로 1313,010-9193-1233,,https://blog.naver.com/hongyang24,36.570778,128.28258,5.0,19,"https://www.google.com/maps/search/?api=1&query=36.570778,128.28258",펜션
224,宿泊施設,Accommodation,タンサンハノクペンション,Dansanhanok Pension,단산한옥펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ムンギョン市,Mungyeong-si,경북 문경시 문경읍 문경골프장길 27-16,,,https://blog.naver.com/dansan0412,36.734382,128.148541,3.0,2,"https://www.google.com/maps/search/?api=1&query=36.734382,128.148541",한옥숙소
225,宿泊施設,Accommodation,ムンギョンハノクペンション,Mungyeonghanok Pension,문경한옥펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ムンギョン市,Mungyeong-si,경북 문경시 문경읍 문경골프장길 27-18,010-6855-3252,https://www.instagram.com/mungyeong__house/,,36.734056,128.148558,5.0,10,"https://www.google.com/maps/search/?api=1&query=36.734056,128.148558",한옥숙소
226,ペンション,Pension,ヘジョクソンペンション,Haejeokseon Pension,해적선펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,アンドン市,Andong-si,경북 안동시 충효로 4406,010-2710-3555,,http://andongviking.com,36.547567,128.738675,4.1,74,"https://www.google.com/maps/search/?api=1&query=36.547567,128.738675",펜션
227,カラバン,Caravan,トストリム ペンション & カラバン,Deoseuteurim Pension & Caravan,더스트림 펜션 & 카라반,地図データに明記,慶尚北道,Gyeongsangbuk-do,ヨンドク郡,Yeongdeok-gun,경북 영덕군 강구면 영덕대게로 577,054-734-3080,,http://www.thestreampension.com/,36.393323,129.414473,4.5,120,"https://www.google.com/maps/search/?api=1&query=36.393323,129.414473",카라반
228,ペンション,Pension,トウォン愛犬同伴ペンション,Deowon Dog Friendly Pension,더원애견동반펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,ヨンドク郡,Yeongdeok-gun,경북 영덕군 남정면 동해대로 4054,010-7556-9231,,http://yd-theone.co.kr,36.32093,129.38026,3.5,39,"https://www.google.com/maps/search/?api=1&query=36.32093,129.38026",펜션
229,ペンション,Pension,ブルーマリンペンション,Blue Marin Pension,블루마린펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ヨンドク郡,Yeongdeok-gun,경북 영덕군 강구면 영덕대게로 573,054-734-4429,,http://bluemarinepension.co.kr/,36.392943,129.413837,4.0,7,"https://www.google.com/maps/search/?api=1&query=36.392943,129.413837",펜션
230,ペンション,Pension,ハヌラレチョッドンネ 愛犬ペンション,Haneuraraecheotdongne Dog Pension,하늘아래첫동네 애견펜션,店名から判断,慶尚北道,Gyeongsangbuk-do,ヨンドク郡,Yeongdeok-gun,경북 영덕군 영덕읍 매령길 363-36,02-899-7475,,,36.445171,129.427177,3.5,16,"https://www.google.com/maps/search/?api=1&query=36.445171,129.427177",펜션
231,ペンション,Pension,ステイヨンヤン,Stay Yeongyang,스테이영양,地図データに明記,慶尚北道,Gyeongsangbuk-do,ヨンヤン郡,Yeongyang-gun,경북 영양군 일월면 주실길 25-15,010-8393-0203,https://www.instagram.com/stay_yeongyang/,,36.720731,129.099924,,31,"https://www.google.com/maps/search/?api=1&query=36.720731,129.099924",펜션
232,ペンション,Pension,ペッテギネハウス,Baettaegine House,배때기네하우스,地図データに明記,慶尚北道,Gyeongsangbuk-do,ヨンジュ市,Yeongju-si,경북 영주시 문수면 종릉로8번길 21-9,0503-7153-6433,,http://map.naver.com/p/entry/place/1358626115,36.749416,128.630903,4.3,31,"https://www.google.com/maps/search/?api=1&query=36.749416,128.630903",펜션
233,民宿,Minbak,カムチョンジェ,Gamcheonjae,감천재,地図データに明記,慶尚北道,Gyeongsangbuk-do,イェチョン郡,Yecheon-gun,경북 예천군 감천면 진작길 35,010-7276-4459,https://www.instagram.com/gamcheonjae,,36.745868,128.504618,5.0,39,"https://www.google.com/maps/search/?api=1&query=36.745868,128.504618",민박
234,ペンション,Pension,ラメルペンション,Ramereu Pension,라메르펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ウルジン郡,Uljin-gun,경북 울진군 매화면 망양정로 309,010-2729-9570,,https://blog.naver.com/lamergood,36.909401,129.415175,4.5,39,"https://www.google.com/maps/search/?api=1&query=36.909401,129.415175",펜션
235,ペンション,Pension,ウルジン ウォルソンソルモリペンション,Uljin Wolsongsolmeori Pension,울진 월송솔머리펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,ウルジン郡,Uljin-gun,경북 울진군 평해읍 월송길 68-14,010-6796-4679,https://www.instagram.com/wolsong.pinehead,,36.735253,129.461254,5.0,13,"https://www.google.com/maps/search/?api=1&query=36.735253,129.461254",펜션
236,ペンション,Pension,モンハルペンション,Meongharu Pension,멍하루펜션,地図データに明記,慶尚北道,Gyeongsangbuk-do,チョンド郡,Cheongdo-gun,경북 청도군 청도읍 구미길 85,010-5133-0010,https://instagram.com/mung.haru?igshid=YmMyMTA2M2Y=,,35.633548,128.760177,5.0,19,"https://www.google.com/maps/search/?api=1&query=35.633548,128.760177",펜션
237,ペンション,Pension,メジョンドシゴル,Mejongdeusigoreu,메종드시고르,地図データに明記,慶尚北道,Gyeongsangbuk-do,チョンド郡,Cheongdo-gun,경북 청도군 이서면 보리미길 44-3,0507-1334-0377,https://www.instagram.com/maisonde_sigor/,,35.672635,128.665471,,93,"https://www.google.com/maps/search/?api=1&query=35.672635,128.665471",펜션
238,ペンション,Pension,ステイインポシーズン,Stay Inpo Season,스테이인포시즌,地図データに明記,慶尚北道,Gyeongsangbuk-do,チョンド郡,Cheongdo-gun,경북 청도군 매전면 예전길 79-12,010-4362-2318,http://www.instagram.com/stayin4s_official,,35.628826,128.816,,33,"https://www.google.com/maps/search/?api=1&query=35.628826,128.816",펜션
