No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),広域自治体(日),Region (EN),市郡区(日),City/District (EN),エリア(日),Area (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
179,カフェ/Cafe,チクテクコーヒー シンデバンヨク,tick-tack coffee,틱택커피 신대방역,コーヒー専門,Specialty Coffee,カフェ・オレンジ,"Cafe, Orange",店内OK / Indoors OK,なし/No,シンデバン（新大方）,Sindaebang,170,ソウル特別市,Seoul,銅雀区,Dongjak-gu,シンデバンドン,Sindaebang-dong,서울특별시 동작구 대림로 16 1층,070-4577-7906,https://www.instagram.com/ticktack_coffee,,37.48738,126.911484,店舗単位,4.4,10,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.48738,126.911484",https://map.naver.com/p/search/틱택커피%20신대방역%20서울특별시%20동작구%20대림로%2016%201층,https://www.diningcode.com/profile.php?rid=9qjEjAiK2h7N,"카페, 오렌지"
180,ごはん/Meal,ハッピーペペ サンドドン,HAPPY FEFE,해피페페 상도동,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,なし/No,シンデバンサムゴリ（新大方）,Sindaebangsamgeori,670,ソウル特別市,Seoul,銅雀区,Dongjak-gu,サンドドン,Sangdo-dong,서울특별시 동작구 성대로 87 101호 해피페페,,,,37.497776,126.935437,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.497776,126.935437",https://map.naver.com/p/search/해피페페%20상도동%20서울특별시%20동작구%20성대로%2087%20101호%20해피페페,https://www.diningcode.com/profile.php?rid=vRpzO4VFZnyr,브런치
181,ごはん/Meal,23プラッター,23 Peullaeteo Hongdae,23플래터 홍대,イタリアン,Italian,パスタ・洋食プレート,"Pasta, Restaurant",店内OK / Indoors OK,なし/No,サンス（上水）,Sangsu,430,ソウル特別市,Seoul,麻浦区,Mapo-gu,弘大（ホンデ）,Hongdae,서울특별시 마포구 잔다리로3안길 36 1층 23플래터,010-2333-5417,http://www.instagram.com/23platter,,37.550481,126.919394,店舗単位,4.8,14,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.550481,126.919394",https://map.naver.com/p/search/23플래터%20홍대%20서울특별시%20마포구%20잔다리로3안길%2036%201층%2023플래터,https://www.diningcode.com/profile.php?rid=gHUQLcy5Qwa4,"파스타, 레스토랑"
182,ごはん/Meal,生メクジュッジプ,生 Maekjutjip,生맥줏집,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,マポグチョン（麻浦区庁）,Mapo-gu Office,520,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 월드컵로29길 7,,,,37.558932,126.902925,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.558932,126.902925",https://map.naver.com/p/search/生맥줏집%20서울특별시%20마포구%20월드컵로29길%207,,
183,ごはん/Meal,クランウェイブ,GRANWAVE,그랑웨이브,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,マンウォン（望遠）,Mangwon,560,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 희우정로20길 63,0502-5550-7182,https://www.instagram.com/granwave,,37.556186,126.903783,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.556186,126.903783",https://map.naver.com/p/search/그랑웨이브%20서울특별시%20마포구%20희우정로20길%2063,,
184,カフェ/Cafe,クムス延南,Geumsuyeonnam Yeonnamdong,금수연남 연남동,カフェ,Cafe,デザートカフェ,"Cafe, Dessert",店内OK / Indoors OK,なし/No,ホンデイプグ（弘大入口）,Hongik Univ.,590,ソウル特別市,Seoul,麻浦区,Mapo-gu,延南洞（ヨンナムドン）,Yeonnam-dong,서울특별시 마포구 동교로39길 7 2층,0507-1482-2223,https://www.instagram.com/geumsu_yeonnam,,37.562118,126.924067,店舗単位,5,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.562118,126.924067",https://map.naver.com/p/search/금수연남%20연남동%20서울특별시%20마포구%20동교로39길%207%202층,https://www.diningcode.com/profile.php?rid=KLtPVEwDY5d9,"카페, 디저트"
185,カフェ/Cafe,キホ マポヨク,Giho Mapoyeok,기호 마포역,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,マポ（麻浦）,Mapo,220,ソウル特別市,Seoul,麻浦区,Mapo-gu,トファドン,Dohwa-dong,"서울특별시 마포구 삼개로 28-5 1층, 2층",0503-7152-2237,https://www.instagram.com/giho_24.11,,37.537855,126.946999,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.537855,126.946999","https://map.naver.com/p/search/기호%20마포역%20서울특별시%20마포구%20삼개로%2028-5%201층,%202층",https://www.diningcode.com/profile.php?rid=kL2azPeSydKJ,"커피, 카페"
186,ごはん/Meal,ッカルロン テフンヨク,Kkallong Daeheungyeok,깔롱 대흥역,チキン,Fried Chicken,カフェ・チキン,"Cafe, Fried Chicken",店内OK / Indoors OK,なし/No,テフン（大興）,Daeheung,220,ソウル特別市,Seoul,麻浦区,Mapo-gu,シンスドン,Sinsu-dong,서울특별시 마포구 독막로 237 1층,0502-5554-2901,https://www.instagram.com/calon.coffee,,37.547038,126.940005,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.547038,126.940005",https://map.naver.com/p/search/깔롱%20대흥역%20서울특별시%20마포구%20독막로%20237%201층,https://www.diningcode.com/profile.php?rid=L7ONTvyce8kg,"카페, 치킨"
187,カフェ/Cafe,ナット NATT,Natteu NATT,낫트 NATT,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,マンウォン（望遠）,Mangwon,550,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 희우정로12길 11,,https://www.instagram.com/nattcoffe.e,,37.553837,126.904532,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.553837,126.904532",https://map.naver.com/p/search/낫트%20NATT%20서울특별시%20마포구%20희우정로12길%2011,,
188,カフェ/Cafe,ネイミジュマビン マンウォンハンガンジョム,NAME iS MAVIN,네임이즈마빈 망원한강점,カフェ,Cafe,カフェ・ホットドッグ,"Cafe, Hot Dog",店内OK / Indoors OK,あり/Yes,マポグチョン（麻浦区庁）,Mapo-gu Office,890,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 망원로 24 1층,,,,37.556119,126.899621,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.556119,126.899621",https://map.naver.com/p/search/네임이즈마빈%20망원한강점%20서울특별시%20마포구%20망원로%2024%201층,https://www.diningcode.com/profile.php?rid=Ijuj2yVGdAQX,"카페, 핫도그"
189,カフェ/Cafe,ヌブク ハプジョン,Nubukeu Hapjeong,누부크 합정,カフェ,Cafe,カフェ・スムージー,"Cafe, Smoothie",店内OK / Indoors OK,あり/Yes,ハプジョン（合井）,Hapjeong,220,ソウル特別市,Seoul,麻浦区,Mapo-gu,ハプジョンドン,Hapjeong-dong,"서울특별시 마포구 양화진2길 13 1층, 2층",070-4205-7648,https://www.instagram.com/nuvook_,,37.547976,126.911874,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.547976,126.911874","https://map.naver.com/p/search/누부크%20합정%20서울특별시%20마포구%20양화진2길%2013%201층,%202층",https://www.diningcode.com/profile.php?rid=rbrlV5y4S1Bh,"카페, 스무디"
190,カフェ/Cafe,ヌヤグ マンウォンドン,Nuyageu Mangwondong,누야그 망원동,スイーツ,Sweets,デザート・タルト,"Dessert, Tart",店内OK / Indoors OK,なし/No,マンウォン（望遠）,Mangwon,590,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 희우정로10안길 7 1층 101호,0502-5554-1411,https://www.instagram.com/nooyagbakes,,37.552777,126.904883,店舗単位,4.8,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.552777,126.904883",https://map.naver.com/p/search/누야그%20망원동%20서울특별시%20마포구%20희우정로10안길%207%201층%20101호,https://www.diningcode.com/profile.php?rid=WzorKzkAGkJt,"디저트, 타르트"
191,カフェ/Cafe,ニュケイス マンウォン,Nyukeiseu Mangwon,뉴케이스 망원,カフェ,Cafe,カフェ,Cafe,店内OK / Indoors OK,なし/No,マポグチョン（麻浦区庁）,Mapo-gu Office,1260,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 마포나루길 420 3층,,https://www.instagram.com/newcase.kr,,37.554585,126.894717,店舗単位,5,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.554585,126.894717",https://map.naver.com/p/search/뉴케이스%20망원%20서울특별시%20마포구%20마포나루길%20420%203층,https://www.diningcode.com/profile.php?rid=ielP7S2tBGEQ,카페
192,ごはん/Meal,トジュ カフェ&バー ヨンナムジョム,Doju Cafe & Bar Yeonnamjeom,도주 카페&바 연남점,バー・居酒屋,Bar & Pub,カクテル・カクテルバー,"Cocktail, Cocktail Bar",店内OK / Indoors OK,なし/No,ホンデイプグ（弘大入口）,Hongik Univ.,600,ソウル特別市,Seoul,麻浦区,Mapo-gu,ヨンナムドン,Yeonnam-dong,서울특별시 마포구 성미산로 190-3 1층,,,,37.562725,126.926186,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.562725,126.926186",https://map.naver.com/p/search/도주%20카페&바%20연남점%20서울특별시%20마포구%20성미산로%20190-3%201층,https://www.diningcode.com/profile.php?rid=4i7zRbNGdjUU,"칵테일, 칵테일바"
193,ごはん/Meal,トンマギョク テフンヨク,Dongmagyeok Daeheungyeok,동막역 대흥역,イタリアン,Italian,パスタ・ビストロ,"Pasta, Bistro",店内OK / Indoors OK,あり/Yes,テフン（大興）,Daeheung,210,ソウル特別市,Seoul,麻浦区,Mapo-gu,テフンドン,Daeheung-dong,서울특별시 마포구 백범로16안길 33,02-715-3404,https://www.instagram.com/dongmakyeok,,37.546319,126.94389,店舗単位,3.3,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.546319,126.94389",https://map.naver.com/p/search/동막역%20대흥역%20서울특별시%20마포구%20백범로16안길%2033,https://www.diningcode.com/profile.php?rid=s1bEmsNbmkgg,"파스타, 비스트로"
194,ごはん/Meal,ドゥユライクイット,Duyuraikeuit Yeonnam,두유라이크잇 연남,ブランチ,Brunch,エッグベネディクト・ブランチ,"Brunch, Eggs Benedict",店内OK / Indoors OK,なし/No,カジュア（加佐）,Gajwa,720,ソウル特別市,Seoul,麻浦区,Mapo-gu,延南洞（ヨンナムドン）,Yeonnam-dong,서울특별시 마포구 성미산로29길 29-5 1층 101호 두유라이크잇,0503-7153-8188,https://www.instagram.com/due.brunch?igsh=eGJ2MjJqaWVsY2N2&utm_source=qr,,37.56512,126.921861,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.56512,126.921861",https://map.naver.com/p/search/두유라이크잇%20연남%20서울특별시%20마포구%20성미산로29길%2029-5%201층%20101호%20두유라이크잇,https://www.diningcode.com/profile.php?rid=7f18v0pcrDoM,"브런치, 에그베네딕트"
195,ごはん/Meal,ディエム 合井,Diem Hapjeong,디엠 합정,バー・居酒屋,Bar & Pub,カクテルバー,"Cocktail, Cocktail Bar",店内OK / Indoors OK,なし/No,ハプジョン（合井）,Hapjeong,310,ソウル特別市,Seoul,麻浦区,Mapo-gu,合井（ハプジョン）,Hapjeong,서울 마포구 독막로3길 29 반지층 1층 디엠,0503-7154-3492,,https://naver.me/GP2vfJyQ,37.549687,126.917095,店舗単位,4.1,12,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.549687,126.917095",https://map.naver.com/p/search/디엠%20합정%20서울%20마포구%20독막로3길%2029%20반지층%201층%20디엠,https://www.diningcode.com/profile.php?rid=WDfswSAmzXhq,"칵테일, 칵테일바"
196,ごはん/Meal,ランゲ,Langhe,랑게 대흥역,イタリアン,Italian,パスタ（ウニパスタ）,"Pasta, Uni Pasta",店内OK / Indoors OK,なし/No,テフン（大興）,Daeheung,290,ソウル特別市,Seoul,麻浦区,Mapo-gu,大興（テフン）,Daeheung,서울특별시 마포구 독막로31길 10 1층,02-6052-8920,https://www.instagram.com/langhe_diningbar/,,37.547682,126.939086,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.547682,126.939086",https://map.naver.com/p/search/랑게%20대흥역%20서울특별시%20마포구%20독막로31길%2010%201층,https://www.diningcode.com/profile.php?rid=NVnSW1rbp9W9,"파스타, 우니파스타"
197,ごはん/Meal,レオッチ,LEOTTI,레오띠,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,マンウォン（望遠）,Mangwon,860,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 망원로2길 96,,,,37.555866,126.900351,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.555866,126.900351",https://map.naver.com/p/search/레오띠%20서울특별시%20마포구%20망원로2길%2096,,
198,ごはん/Meal,マンッカクジ,Mangkkakji,망깍지,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,マンウォン（望遠）,Mangwon,540,ソウル特別市,Seoul,麻浦区,Mapo-gu,マンウォンドン,Mangwon-dong,서울특별시 마포구 망원로 67,010-9928-7759,https://www.instagram.com/mangkakzi?igsh=aDlhbmg3Ym94cG5z&utm_source=qr,,37.557333,126.904174,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.557333,126.904174",https://map.naver.com/p/search/망깍지%20서울특별시%20마포구%20망원로%2067,,
199,カフェ/Cafe,ベーカリー ロフィン,Loafin',베이커리 로핀 서교동,ベーカリー,Bakery,塩パン・自家製パン,"Salt Bread, Bakery",店内OK / Indoors OK,なし/No,マンウォン（望遠）,Mangwon,260,ソウル特別市,Seoul,麻浦区,Mapo-gu,西橋洞（ソギョドン）,Seogyo-dong,서울특별시 마포구 월드컵로10길 17 1층 베이커리로핀,,,,37.554841,126.912682,店舗単位,5,1,ベーカリー営業,"https://www.google.com/maps/search/?api=1&query=37.554841,126.912682",https://map.naver.com/p/search/베이커리%20로핀%20서교동%20서울특별시%20마포구%20월드컵로10길%2017%201층%20베이커리로핀,https://www.diningcode.com/profile.php?rid=FFsIiEk5i5BZ,"소금빵, 베이커리"
200,ごはん/Meal,ポムグァヨルムサイ,Bomgwayeoreumsai,봄과여름사이,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,テフン（大興）,Daeheung,120,ソウル特別市,Seoul,麻浦区,Mapo-gu,テフンドン,Daeheung-dong,서울특별시 마포구 백범로17길 45,,,,37.547744,126.943662,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.547744,126.943662",https://map.naver.com/p/search/봄과여름사이%20서울특별시%20마포구%20백범로17길%2045,,
201,カフェ/Cafe,プラウニンコーヒー コンドク,Browning coffee,브라우닝커피 공덕,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,コンドク（孔徳）,Gongdeok,400,ソウル特別市,Seoul,麻浦区,Mapo-gu,コンドクドン,Gongdeok-dong,서울특별시 마포구 백범로 152 201동 1층 9호,0503-7150-5867,https://www.instagram.com/browning_coffee,,37.545277,126.946807,店舗単位,4.5,4,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.545277,126.946807",https://map.naver.com/p/search/브라우닝커피%20공덕%20서울특별시%20마포구%20백범로%20152%20201동%201층%209호,https://www.diningcode.com/profile.php?rid=Cgpv5jM0BBme,"커피, 카페"
202,カフェ/Cafe,ブリューマイマイン クァンフンチャン,Brew My Main Gwangheungchang,브루마이마인 광흥창,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ソガンデ（西江大）,Sogang Univ.,280,ソウル特別市,Seoul,麻浦区,Mapo-gu,シンスドン,Sinsu-dong,서울특별시 마포구 광성로 20 104호,070-7537-1631,https://www.instagram.com/brewmymind_?igsh=OHE0bDJsd212dmpy,,37.54983,126.935154,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.54983,126.935154",https://map.naver.com/p/search/브루마이마인%20광흥창%20서울특별시%20마포구%20광성로%2020%20104호,https://www.diningcode.com/profile.php?rid=vLxEqCU0OP56,"커피, 카페"
203,ごはん/Meal,ピロソ ハウス,Biroso House,비로소 하우스,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ホンデイプグ（弘大入口）,Hongik Univ.,330,ソウル特別市,Seoul,麻浦区,Mapo-gu,トンギョドン,Donggyo-dong,서울특별시 마포구 동교로30길 19,,,,37.560005,126.925176,建物単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.560005,126.925176",https://map.naver.com/p/search/비로소%20하우스%20서울특별시%20마포구%20동교로30길%2019,,
204,ごはん/Meal,ピビコル ヨンナムドン,Bibikeol Yeonnamdong,비비컬 연남동,バー・居酒屋,Bar & Pub,クラフトビール,Craft Beer,店内OK / Indoors OK,なし/No,ホンデイプグ（弘大入口）,Hongik Univ.,570,ソウル特別市,Seoul,麻浦区,Mapo-gu,ヨンナムドン,Yeonnam-dong,서울특별시 마포구 성미산로 190-21 2층,02-2678-4953,https://www.instagram.com/bivical_official,,37.562389,126.925884,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.562389,126.925884",https://map.naver.com/p/search/비비컬%20연남동%20서울특별시%20마포구%20성미산로%20190-21%202층,https://www.diningcode.com/profile.php?rid=HNUDXeT5ejwE,수제맥주
